compression,file.size,frame.size,accuracy,precision,recall,time,chunks,index.type
VBR0,22.56,2_5min,0.891203704,0.908953584,0.891203704,Dusk2,8,AudioSet
VBR0,22.56,2_5min,0.913636364,0.913349828,0.919991582,Midday1,8,AudioSet
VBR0,22.56,2_5min,0.972222222,0.972845792,0.972222222,Midday2,8,AudioSet
VBR0,22.56,2_5min,0.988425926,0.988565639,0.988425926,Midnight1,8,AudioSet
VBR0,22.56,2_5min,0.993055556,0.993103448,0.993055556,Midnight2,8,AudioSet
CBR128,16.667,20min,0.944444444,0.952380952,0.944444444,Dawn1,8,AudioSet
CBR128,16.667,20min,0.962264151,0.958333333,0.964015152,Dawn2,8,AudioSet
CBR128,16.667,20min,0.981481481,0.98245614,0.981481481,Dusk1,8,AudioSet
CBR128,16.667,20min,0.907407407,0.927536232,0.907407407,Dusk2,8,AudioSet
CBR128,16.667,20min,0.927272727,0.925696594,0.936026936,Midday1,8,AudioSet
CBR128,16.667,20min,1,1,1,Midday2,8,AudioSet
CBR128,16.667,20min,0.944444444,0.952380952,0.944444444,Midnight1,8,AudioSet
CBR128,16.667,20min,1,1,1,Midnight2,8,AudioSet
CBR16,2.08,20min,0.907407407,0.927536232,0.907407407,Dawn1,8,AudioSet
CBR16,2.08,20min,1,1,1,Dawn2,8,AudioSet
CBR16,2.08,20min,0.962962963,0.963937622,0.962962963,Dusk1,8,AudioSet
CBR16,2.08,20min,0.888888889,0.895154553,0.888888889,Dusk2,8,AudioSet
CBR16,2.08,20min,0.981818182,0.979166667,0.984848485,Midday1,8,AudioSet
CBR16,2.08,20min,0.962962963,0.962962963,0.962962963,Midday2,8,AudioSet
CBR16,2.08,20min,0.907407407,0.917171717,0.907407407,Midnight1,8,AudioSet
CBR16,2.08,20min,0.925925926,0.939393939,0.925925926,Midnight2,8,AudioSet
CBR256,33.35,20min,0.925925926,0.939393939,0.925925926,Dawn1,8,AudioSet
CBR256,33.35,20min,0.962264151,0.958333333,0.964015152,Dawn2,8,AudioSet
CBR256,33.35,20min,0.962962963,0.966666667,0.962962963,Dusk1,8,AudioSet
CBR256,33.35,20min,0.907407407,0.927536232,0.907407407,Dusk2,8,AudioSet
CBR256,33.35,20min,0.963636364,0.960784314,0.966329966,Midday1,8,AudioSet
CBR256,33.35,20min,0.981481481,0.98245614,0.981481481,Midday2,8,AudioSet
CBR256,33.35,20min,1,1,1,Midnight1,8,AudioSet
CBR256,33.35,20min,1,1,1,Midnight2,8,AudioSet
CBR32,4.16,20min,0.907407407,0.917989418,0.907407407,Dawn1,8,AudioSet
CBR32,4.16,20min,0.981132075,0.979166667,0.984848485,Dawn2,8,AudioSet
CBR32,4.16,20min,0.962962963,0.962962963,0.962962963,Dusk1,8,AudioSet
CBR32,4.16,20min,0.888888889,0.916666667,0.888888889,Dusk2,8,AudioSet
CBR32,4.16,20min,0.963636364,0.960233918,0.962626263,Midday1,8,AudioSet
CBR32,4.16,20min,0.962962963,0.966666667,0.962962963,Midday2,8,AudioSet
CBR32,4.16,20min,0.962962963,0.966666667,0.962962963,Midnight1,8,AudioSet
CBR32,4.16,20min,0.962962963,0.966666667,0.962962963,Midnight2,8,AudioSet
CBR320,41.6,20min,0.944444444,0.952380952,0.944444444,Dawn1,8,AudioSet
CBR320,41.6,20min,0.962264151,0.958333333,0.964015152,Dawn2,8,AudioSet
CBR320,41.6,20min,0.981481481,0.98245614,0.981481481,Dusk1,8,AudioSet
CBR320,41.6,20min,0.907407407,0.927536232,0.907407407,Dusk2,8,AudioSet
CBR320,41.6,20min,0.963636364,0.960784314,0.966329966,Midday1,8,AudioSet
CBR320,41.6,20min,0.981481481,0.98245614,0.981481481,Midday2,8,AudioSet
CBR320,41.6,20min,1,1,1,Midnight1,8,AudioSet
CBR320,41.6,20min,1,1,1,Midnight2,8,AudioSet
CBR64,8.33,20min,0.888888889,0.903409091,0.888888889,Dawn1,8,AudioSet
CBR64,8.33,20min,0.886792453,0.895833333,0.903409091,Dawn2,8,AudioSet
CBR64,8.33,20min,0.981481481,0.98245614,0.981481481,Dusk1,8,AudioSet
CBR64,8.33,20min,0.907407407,0.927536232,0.907407407,Dusk2,8,AudioSet
CBR64,8.33,20min,0.836363636,0.842105263,0.842760943,Midday1,8,AudioSet
CBR64,8.33,20min,0.981481481,0.98245614,0.981481481,Midday2,8,AudioSet
CBR64,8.33,20min,0.962962963,0.962962963,0.962962963,Midnight1,8,AudioSet
CBR64,8.33,20min,0.944444444,0.952380952,0.944444444,Midnight2,8,AudioSet
CBR8,1.04,20min,0.925925926,0.929166667,0.925925926,Dawn1,8,AudioSet
CBR8,1.04,20min,1,1,1,Dawn2,8,AudioSet
CBR8,1.04,20min,0.722222222,0.798412698,0.722222222,Dusk1,8,AudioSet
CBR8,1.04,20min,0.851851852,0.861111111,0.851851852,Dusk2,8,AudioSet
CBR8,1.04,20min,0.909090909,0.903703704,0.903703704,Midday1,8,AudioSet
CBR8,1.04,20min,0.87037037,0.874269006,0.87037037,Midday2,8,AudioSet
CBR8,1.04,20min,0.87037037,0.876190476,0.87037037,Midnight1,8,AudioSet
CBR8,1.04,20min,0.851851852,0.854166667,0.851851852,Midnight2,8,AudioSet
RAW,100,20min,0.925925926,0.939393939,0.925925926,Dawn1,8,AudioSet
RAW,100,20min,0.962264151,0.958333333,0.964015152,Dawn2,8,AudioSet
RAW,100,20min,0.981481481,0.98245614,0.981481481,Dusk1,8,AudioSet
RAW,100,20min,0.907407407,0.927536232,0.907407407,Dusk2,8,AudioSet
RAW,100,20min,0.963636364,0.960784314,0.966329966,Midday1,8,AudioSet
RAW,100,20min,0.981481481,0.98245614,0.981481481,Midday2,8,AudioSet
RAW,100,20min,1,1,1,Midnight1,8,AudioSet
RAW,100,20min,1,1,1,Midnight2,8,AudioSet
VBR0,22.56,20min,0.944444444,0.952380952,0.944444444,Dawn1,8,AudioSet
VBR0,22.56,20min,0.962264151,0.958333333,0.964015152,Dawn2,8,AudioSet
VBR0,22.56,20min,0.944444444,0.947058824,0.944444444,Dusk1,8,AudioSet
VBR0,22.56,20min,0.907407407,0.927536232,0.907407407,Dusk2,8,AudioSet
VBR0,22.56,20min,0.945454545,0.944444444,0.951178451,Midday1,8,AudioSet
VBR0,22.56,20min,0.981481481,0.98245614,0.981481481,Midday2,8,AudioSet
VBR0,22.56,20min,1,1,1,Midnight1,8,AudioSet
VBR0,22.56,20min,1,1,1,Midnight2,8,AudioSet
CBR128,16.667,5min,0.893518519,0.910498307,0.893518519,Dawn1,8,AudioSet
CBR128,16.667,5min,0.970873786,0.967030965,0.967195189,Dawn2,8,AudioSet
CBR128,16.667,5min,0.925925926,0.927895444,0.925925926,Dusk1,8,AudioSet
CBR128,16.667,5min,0.898148148,0.921985816,0.898148148,Dusk2,8,AudioSet
CBR128,16.667,5min,0.944954128,0.940724947,0.949219204,Midday1,8,AudioSet
CBR128,16.667,5min,0.986111111,0.986361361,0.986111111,Midday2,8,AudioSet
CBR128,16.667,5min,0.990740741,0.990740741,0.990740741,Midnight1,8,AudioSet
CBR128,16.667,5min,0.99537037,0.99543379,0.99537037,Midnight2,8,AudioSet
CBR16,2.08,5min,0.856481481,0.889727891,0.856481481,Dawn1,8,AudioSet
CBR16,2.08,5min,0.980582524,0.978965667,0.982585577,Dawn2,8,AudioSet
CBR16,2.08,5min,0.930555556,0.931196065,0.930555556,Dusk1,8,AudioSet
CBR16,2.08,5min,0.902777778,0.917285952,0.902777778,Dusk2,8,AudioSet
CBR16,2.08,5min,0.949541284,0.944248826,0.951047835,Midday1,8,AudioSet
CBR16,2.08,5min,0.962962963,0.963216641,0.962962963,Midday2,8,AudioSet
CBR16,2.08,5min,0.953703704,0.954454454,0.953703704,Midnight1,8,AudioSet
CBR16,2.08,5min,0.921296296,0.936329588,0.921296296,Midnight2,8,AudioSet
CBR256,33.35,5min,0.935185185,0.940466824,0.935185185,Dawn1,8,AudioSet
CBR256,33.35,5min,0.966019417,0.965366342,0.96327362,Dawn2,8,AudioSet
CBR256,33.35,5min,0.921296296,0.924579974,0.921296296,Dusk1,8,AudioSet
CBR256,33.35,5min,0.888888889,0.912976807,0.888888889,Dusk2,8,AudioSet
CBR256,33.35,5min,0.935779817,0.933766792,0.941919192,Midday1,8,AudioSet
CBR256,33.35,5min,0.976851852,0.977694236,0.976851852,Midday2,8,AudioSet
CBR256,33.35,5min,0.99537037,0.99543379,0.99537037,Midnight1,8,AudioSet
CBR256,33.35,5min,0.99537037,0.99543379,0.99537037,Midnight2,8,AudioSet
CBR32,4.16,5min,0.921296296,0.933722194,0.921296296,Dawn1,8,AudioSet
CBR32,4.16,5min,0.961165049,0.957997312,0.963989751,Dawn2,8,AudioSet
CBR32,4.16,5min,0.921296296,0.921347156,0.921296296,Dusk1,8,AudioSet
CBR32,4.16,5min,0.898148148,0.921985816,0.898148148,Dusk2,8,AudioSet
CBR32,4.16,5min,0.885321101,0.880037775,0.883170788,Midday1,8,AudioSet
CBR32,4.16,5min,0.930555556,0.935762961,0.930555556,Midday2,8,AudioSet
CBR32,4.16,5min,0.949074074,0.952250773,0.949074074,Midnight1,8,AudioSet
CBR32,4.16,5min,0.972222222,0.974358974,0.972222222,Midnight2,8,AudioSet
CBR320,41.6,5min,0.930555556,0.936862203,0.930555556,Dawn1,8,AudioSet
CBR320,41.6,5min,0.966019417,0.965366342,0.96327362,Dawn2,8,AudioSet
CBR320,41.6,5min,0.925925926,0.928413205,0.925925926,Dusk1,8,AudioSet
CBR320,41.6,5min,0.893518519,0.917419606,0.893518519,Dusk2,8,AudioSet
CBR320,41.6,5min,0.940366972,0.937955182,0.946548822,Midday1,8,AudioSet
CBR320,41.6,5min,0.976851852,0.977694236,0.976851852,Midday2,8,AudioSet
CBR320,41.6,5min,0.99537037,0.99543379,0.99537037,Midnight1,8,AudioSet
CBR320,41.6,5min,0.99537037,0.99543379,0.99537037,Midnight2,8,AudioSet
CBR64,8.33,5min,0.875,0.899935023,0.875,Dawn1,8,AudioSet
CBR64,8.33,5min,0.917475728,0.918838834,0.925512709,Dawn2,8,AudioSet
CBR64,8.33,5min,0.907407407,0.906981982,0.907407407,Dusk1,8,AudioSet
CBR64,8.33,5min,0.902777778,0.924731183,0.902777778,Dusk2,8,AudioSet
CBR64,8.33,5min,0.885321101,0.885951577,0.88820678,Midday1,8,AudioSet
CBR64,8.33,5min,0.930555556,0.93646767,0.930555556,Midday2,8,AudioSet
CBR64,8.33,5min,0.949074074,0.951768906,0.949074074,Midnight1,8,AudioSet
CBR64,8.33,5min,0.921296296,0.936329588,0.921296296,Midnight2,8,AudioSet
CBR8,1.04,5min,0.935185185,0.940637502,0.935185185,Dawn1,8,AudioSet
CBR8,1.04,5min,0.975728155,0.972404372,0.972571533,Dawn2,8,AudioSet
CBR8,1.04,5min,0.736111111,0.801000284,0.736111111,Dusk1,8,AudioSet
CBR8,1.04,5min,0.875,0.882720226,0.875,Dusk2,8,AudioSet
CBR8,1.04,5min,0.885321101,0.876585145,0.878962034,Midday1,8,AudioSet
CBR8,1.04,5min,0.875,0.881292399,0.875,Midday2,8,AudioSet
CBR8,1.04,5min,0.875,0.876751752,0.875,Midnight1,8,AudioSet
CBR8,1.04,5min,0.847222222,0.857720588,0.847222222,Midnight2,8,AudioSet
RAW,100,5min,0.925925926,0.933333333,0.925925926,Dawn1,8,AudioSet
RAW,100,5min,0.970873786,0.970390139,0.968649964,Dawn2,8,AudioSet
RAW,100,5min,0.921296296,0.924524474,0.921296296,Dusk1,8,AudioSet
RAW,100,5min,0.893518519,0.917419606,0.893518519,Dusk2,8,AudioSet
RAW,100,5min,0.935779817,0.933195307,0.942760943,Midday1,8,AudioSet
RAW,100,5min,0.976851852,0.977694236,0.976851852,Midday2,8,AudioSet
RAW,100,5min,0.990740741,0.990990991,0.990740741,Midnight1,8,AudioSet
RAW,100,5min,0.99537037,0.99543379,0.99537037,Midnight2,8,AudioSet
VBR0,22.56,5min,0.921296296,0.929877036,0.921296296,Dawn1,8,AudioSet
VBR0,22.56,5min,0.970873786,0.969623405,0.968923338,Dawn2,8,AudioSet
VBR0,22.56,5min,0.925925926,0.928825371,0.925925926,Dusk1,8,AudioSet
VBR0,22.56,5min,0.888888889,0.909914077,0.888888889,Dusk2,8,AudioSet
VBR0,22.56,5min,0.935779817,0.933766792,0.941919192,Midday1,8,AudioSet
VBR0,22.56,5min,0.976851852,0.977694236,0.976851852,Midday2,8,AudioSet
VBR0,22.56,5min,0.99537037,0.99543379,0.99537037,Midnight1,8,AudioSet
VBR0,22.56,5min,0.99537037,0.99543379,0.99537037,Midnight2,8,AudioSet
CBR128,16.667,10min,0.861111111,0.901960784,0.861111111,Dawn1,12,AudioSet
CBR128,16.667,10min,0.986111111,0.986666667,0.986111111,Dawn2,12,AudioSet
CBR128,16.667,10min,0.928571429,0.917293233,0.927314815,Dawn3,12,AudioSet
CBR128,16.667,10min,0.944444444,0.94531857,0.944444444,Dusk1,12,AudioSet
CBR128,16.667,10min,0.888888889,0.888306138,0.888888889,Dusk2,12,AudioSet
CBR128,16.667,10min,0.875,0.909090909,0.875,Dusk3,12,AudioSet
CBR128,16.667,10min,0.957142857,0.952380952,0.96031746,Midday1,12,AudioSet
CBR128,16.667,10min,0.916666667,0.933333333,0.916666667,Midday2,12,AudioSet
CBR128,16.667,10min,0.986111111,0.986666667,0.986111111,Midday3,12,AudioSet
CBR128,16.667,10min,0.847222222,0.895238095,0.847222222,Midnight1,12,AudioSet
CBR128,16.667,10min,1,1,1,Midnight2,12,AudioSet
CBR128,16.667,10min,1,1,1,Midnight3,12,AudioSet
CBR16,2.08,10min,0.802816901,0.853988604,0.804951691,Dawn1,12,AudioSet
CBR16,2.08,10min,1,1,1,Dawn2,12,AudioSet
CBR16,2.08,10min,1,1,1,Dawn3,12,AudioSet
CBR16,2.08,10min,0.930555556,0.942528736,0.930555556,Dusk1,12,AudioSet
CBR16,2.08,10min,0.985915493,0.986111111,0.986111111,Dusk2,12,AudioSet
CBR16,2.08,10min,0.861111111,0.901960784,0.861111111,Dusk3,12,AudioSet
CBR16,2.08,10min,0.956521739,0.951023392,0.955246914,Midday1,12,AudioSet
CBR16,2.08,10min,0.971830986,0.974358974,0.971618357,Midday2,12,AudioSet
CBR16,2.08,10min,0.958333333,0.95884058,0.958333333,Midday3,12,AudioSet
CBR16,2.08,10min,0.884057971,0.901021711,0.884057971,Midnight1,12,AudioSet
CBR16,2.08,10min,0.943661972,0.950617284,0.944444444,Midnight2,12,AudioSet
CBR16,2.08,10min,0.897058824,0.922222222,0.893939394,Midnight3,12,AudioSet
CBR256,33.35,10min,0.902777778,0.924731183,0.902777778,Dawn1,12,AudioSet
CBR256,33.35,10min,0.986111111,0.986666667,0.986111111,Dawn2,12,AudioSet
CBR256,33.35,10min,0.928571429,0.917293233,0.927314815,Dawn3,12,AudioSet
CBR256,33.35,10min,0.930555556,0.931819292,0.930555556,Dusk1,12,AudioSet
CBR256,33.35,10min,0.902777778,0.903567447,0.902777778,Dusk2,12,AudioSet
CBR256,33.35,10min,0.875,0.909090909,0.875,Dusk3,12,AudioSet
CBR256,33.35,10min,0.914285714,0.912380952,0.924603175,Midday1,12,AudioSet
CBR256,33.35,10min,0.944444444,0.952380952,0.944444444,Midday2,12,AudioSet
CBR256,33.35,10min,0.930555556,0.942528736,0.930555556,Midday3,12,AudioSet
CBR256,33.35,10min,0.902777778,0.924731183,0.902777778,Midnight1,12,AudioSet
CBR256,33.35,10min,1,1,1,Midnight2,12,AudioSet
CBR256,33.35,10min,1,1,1,Midnight3,12,AudioSet
CBR32,4.16,10min,0.958333333,0.962962963,0.958333333,Dawn1,12,AudioSet
CBR32,4.16,10min,1,1,1,Dawn2,12,AudioSet
CBR32,4.16,10min,0.955882353,0.950710109,0.967741935,Dawn3,12,AudioSet
CBR32,4.16,10min,0.85915493,0.871345029,0.859903382,Dusk1,12,AudioSet
CBR32,4.16,10min,0.957142857,0.957022398,0.956521739,Dusk2,12,AudioSet
CBR32,4.16,10min,0.861111111,0.901960784,0.861111111,Dusk3,12,AudioSet
CBR32,4.16,10min,0.957142857,0.954751131,0.951058201,Midday1,12,AudioSet
CBR32,4.16,10min,0.929577465,0.931014493,0.929951691,Midday2,12,AudioSet
CBR32,4.16,10min,0.943661972,0.950617284,0.944444444,Midday3,12,AudioSet
CBR32,4.16,10min,0.971428571,0.974358974,0.96969697,Midnight1,12,AudioSet
CBR32,4.16,10min,0.944444444,0.944444444,0.944444444,Midnight2,12,AudioSet
CBR32,4.16,10min,1,1,1,Midnight3,12,AudioSet
CBR320,41.6,10min,0.902777778,0.924731183,0.902777778,Dawn1,12,AudioSet
CBR320,41.6,10min,0.986111111,0.986666667,0.986111111,Dawn2,12,AudioSet
CBR320,41.6,10min,0.928571429,0.917293233,0.927314815,Dawn3,12,AudioSet
CBR320,41.6,10min,0.944444444,0.94531857,0.944444444,Dusk1,12,AudioSet
CBR320,41.6,10min,0.916666667,0.917173913,0.916666667,Dusk2,12,AudioSet
CBR320,41.6,10min,0.861111111,0.895757576,0.861111111,Dusk3,12,AudioSet
CBR320,41.6,10min,0.9,0.901098901,0.912698413,Midday1,12,AudioSet
CBR320,41.6,10min,0.944444444,0.952380952,0.944444444,Midday2,12,AudioSet
CBR320,41.6,10min,0.930555556,0.942528736,0.930555556,Midday3,12,AudioSet
CBR320,41.6,10min,0.916666667,0.933333333,0.916666667,Midnight1,12,AudioSet
CBR320,41.6,10min,1,1,1,Midnight2,12,AudioSet
CBR320,41.6,10min,1,1,1,Midnight3,12,AudioSet
CBR64,8.33,10min,0.861111111,0.901960784,0.861111111,Dawn1,12,AudioSet
CBR64,8.33,10min,1,1,1,Dawn2,12,AudioSet
CBR64,8.33,10min,0.9,0.893939394,0.918981481,Dawn3,12,AudioSet
CBR64,8.33,10min,0.875,0.878983067,0.875,Dusk1,12,AudioSet
CBR64,8.33,10min,0.944444444,0.947811448,0.944444444,Dusk2,12,AudioSet
CBR64,8.33,10min,0.847222222,0.869875223,0.847222222,Dusk3,12,AudioSet
CBR64,8.33,10min,0.957142857,0.952380952,0.96031746,Midday1,12,AudioSet
CBR64,8.33,10min,0.861111111,0.858878641,0.861111111,Midday2,12,AudioSet
CBR64,8.33,10min,1,1,1,Midday3,12,AudioSet
CBR64,8.33,10min,0.916666667,0.923809524,0.916666667,Midnight1,12,AudioSet
CBR64,8.33,10min,0.986111111,0.986666667,0.986111111,Midnight2,12,AudioSet
CBR64,8.33,10min,0.902777778,0.924731183,0.902777778,Midnight3,12,AudioSet
CBR8,1.04,10min,0.930555556,0.934744268,0.930555556,Dawn1,12,AudioSet
CBR8,1.04,10min,0.986111111,0.986666667,0.986111111,Dawn2,12,AudioSet
CBR8,1.04,10min,0.985714286,0.984126984,0.981481481,Dawn3,12,AudioSet
CBR8,1.04,10min,0.819444444,0.840277778,0.819444444,Dusk1,12,AudioSet
CBR8,1.04,10min,0.888888889,0.896876562,0.888888889,Dusk2,12,AudioSet
CBR8,1.04,10min,0.833333333,0.856799451,0.833333333,Dusk3,12,AudioSet
CBR8,1.04,10min,0.885714286,0.873188406,0.876984127,Midday1,12,AudioSet
CBR8,1.04,10min,0.916666667,0.933333333,0.916666667,Midday2,12,AudioSet
CBR8,1.04,10min,0.902777778,0.906296296,0.902777778,Midday3,12,AudioSet
CBR8,1.04,10min,0.722222222,0.797157623,0.722222222,Midnight1,12,AudioSet
CBR8,1.04,10min,0.847222222,0.895238095,0.847222222,Midnight2,12,AudioSet
CBR8,1.04,10min,0.861111111,0.876941458,0.861111111,Midnight3,12,AudioSet
RAW,100,10min,0.902777778,0.924731183,0.902777778,Dawn1,12,AudioSet
RAW,100,10min,0.986111111,0.986666667,0.986111111,Dawn2,12,AudioSet
RAW,100,10min,0.928571429,0.917293233,0.927314815,Dawn3,12,AudioSet
RAW,100,10min,0.944444444,0.94531857,0.944444444,Dusk1,12,AudioSet
RAW,100,10min,0.902777778,0.903567447,0.902777778,Dusk2,12,AudioSet
RAW,100,10min,0.847222222,0.883449883,0.847222222,Dusk3,12,AudioSet
RAW,100,10min,0.914285714,0.912380952,0.924603175,Midday1,12,AudioSet
RAW,100,10min,0.944444444,0.952380952,0.944444444,Midday2,12,AudioSet
RAW,100,10min,0.944444444,0.952380952,0.944444444,Midday3,12,AudioSet
RAW,100,10min,0.958333333,0.962962963,0.958333333,Midnight1,12,AudioSet
RAW,100,10min,0.972222222,0.974358974,0.972222222,Midnight2,12,AudioSet
RAW,100,10min,1,1,1,Midnight3,12,AudioSet
VBR0,22.56,10min,0.901408451,0.924731183,0.898550725,Dawn1,12,AudioSet
VBR0,22.56,10min,0.986111111,0.986666667,0.986111111,Dawn2,12,AudioSet
VBR0,22.56,10min,0.882352941,0.869207502,0.884259259,Dawn3,12,AudioSet
VBR0,22.56,10min,0.943661972,0.94459707,0.94263285,Dusk1,12,AudioSet
VBR0,22.56,10min,0.887323944,0.889292929,0.888285024,Dusk2,12,AudioSet
VBR0,22.56,10min,0.861111111,0.895757576,0.861111111,Dusk3,12,AudioSet
VBR0,22.56,10min,0.913043478,0.91,0.924603175,Midday1,12,AudioSet
VBR0,22.56,10min,0.944444444,0.952380952,0.944444444,Midday2,12,AudioSet
VBR0,22.56,10min,0.944444444,0.952380952,0.944444444,Midday3,12,AudioSet
VBR0,22.56,10min,0.930555556,0.942528736,0.930555556,Midnight1,12,AudioSet
VBR0,22.56,10min,0.985714286,0.986666667,0.985507246,Midnight2,12,AudioSet
VBR0,22.56,10min,1,1,1,Midnight3,12,AudioSet
CBR128,16.667,2_5min,0.878472222,0.901651079,0.878472222,Dawn1,12,AudioSet
CBR128,16.667,2_5min,0.982638889,0.98349835,0.982638889,Dawn2,12,AudioSet
CBR128,16.667,2_5min,0.917857143,0.909713949,0.922800926,Dawn3,12,AudioSet
CBR128,16.667,2_5min,0.871527778,0.880825938,0.871527778,Dusk1,12,AudioSet
CBR128,16.667,2_5min,0.920138889,0.919912747,0.920138889,Dusk2,12,AudioSet
CBR128,16.667,2_5min,0.868055556,0.903831744,0.868055556,Dusk3,12,AudioSet
CBR128,16.667,2_5min,0.935810811,0.93005288,0.941840278,Midday1,12,AudioSet
CBR128,16.667,2_5min,0.934027778,0.94023569,0.934027778,Midday2,12,AudioSet
CBR128,16.667,2_5min,0.986111111,0.986111111,0.986111111,Midday3,12,AudioSet
CBR128,16.667,2_5min,0.940972222,0.947836726,0.940972222,Midnight1,12,AudioSet
CBR128,16.667,2_5min,0.993031359,0.993127148,0.993055556,Midnight2,12,AudioSet
CBR128,16.667,2_5min,0.996527778,0.996563574,0.996527778,Midnight3,12,AudioSet
CBR16,2.08,2_5min,0.802083333,0.863624161,0.802083333,Dawn1,12,AudioSet
CBR16,2.08,2_5min,0.972222222,0.972855705,0.972222222,Dawn2,12,AudioSet
CBR16,2.08,2_5min,0.978571429,0.973765432,0.975173611,Dawn3,12,AudioSet
CBR16,2.08,2_5min,0.868055556,0.87951078,0.868055556,Dusk1,12,AudioSet
CBR16,2.08,2_5min,0.975694444,0.977346278,0.975694444,Dusk2,12,AudioSet
CBR16,2.08,2_5min,0.857638889,0.891035835,0.857638889,Dusk3,12,AudioSet
CBR16,2.08,2_5min,0.932432432,0.922576906,0.936342593,Midday1,12,AudioSet
CBR16,2.08,2_5min,0.947916667,0.948014916,0.947916667,Midday2,12,AudioSet
CBR16,2.08,2_5min,0.954861111,0.955134793,0.954861111,Midday3,12,AudioSet
CBR16,2.08,2_5min,0.864583333,0.876560376,0.864583333,Midnight1,12,AudioSet
CBR16,2.08,2_5min,0.979166667,0.980392157,0.979166667,Midnight2,12,AudioSet
CBR16,2.08,2_5min,0.881944444,0.912820513,0.881944444,Midnight3,12,AudioSet
CBR256,33.35,2_5min,0.875,0.892944891,0.875,Dawn1,12,AudioSet
CBR256,33.35,2_5min,0.989583333,0.98989899,0.989583333,Dawn2,12,AudioSet
CBR256,33.35,2_5min,0.925,0.916372549,0.926909722,Dawn3,12,AudioSet
CBR256,33.35,2_5min,0.888888889,0.895766215,0.888888889,Dusk1,12,AudioSet
CBR256,33.35,2_5min,0.916666667,0.917585541,0.916666667,Dusk2,12,AudioSet
CBR256,33.35,2_5min,0.875,0.906017792,0.875,Dusk3,12,AudioSet
CBR256,33.35,2_5min,0.875,0.871304676,0.893229167,Midday1,12,AudioSet
CBR256,33.35,2_5min,0.920138889,0.926757962,0.920138889,Midday2,12,AudioSet
CBR256,33.35,2_5min,0.958333333,0.961532836,0.958333333,Midday3,12,AudioSet
CBR256,33.35,2_5min,0.993055556,0.993197279,0.993055556,Midnight1,12,AudioSet
CBR256,33.35,2_5min,0.972222222,0.974358974,0.972222222,Midnight2,12,AudioSet
CBR256,33.35,2_5min,0.996527778,0.996563574,0.996527778,Midnight3,12,AudioSet
CBR32,4.16,2_5min,0.930555556,0.932739284,0.930555556,Dawn1,12,AudioSet
CBR32,4.16,2_5min,0.989583333,0.98989899,0.989583333,Dawn2,12,AudioSet
CBR32,4.16,2_5min,0.898245614,0.890209912,0.915967001,Dawn3,12,AudioSet
CBR32,4.16,2_5min,0.829861111,0.836099989,0.829861111,Dusk1,12,AudioSet
CBR32,4.16,2_5min,0.954861111,0.955002788,0.954861111,Dusk2,12,AudioSet
CBR32,4.16,2_5min,0.840277778,0.879025351,0.840277778,Dusk3,12,AudioSet
CBR32,4.16,2_5min,0.932432432,0.920374693,0.925636574,Midday1,12,AudioSet
CBR32,4.16,2_5min,0.888888889,0.892057647,0.888888889,Midday2,12,AudioSet
CBR32,4.16,2_5min,0.920138889,0.92514171,0.920138889,Midday3,12,AudioSet
CBR32,4.16,2_5min,0.940972222,0.94847973,0.940972222,Midnight1,12,AudioSet
CBR32,4.16,2_5min,0.954861111,0.956401585,0.954861111,Midnight2,12,AudioSet
CBR32,4.16,2_5min,0.96875,0.971428571,0.96875,Midnight3,12,AudioSet
CBR320,41.6,2_5min,0.871527778,0.887709531,0.871527778,Dawn1,12,AudioSet
CBR320,41.6,2_5min,0.982638889,0.98349835,0.982638889,Dawn2,12,AudioSet
CBR320,41.6,2_5min,0.917857143,0.908612258,0.921701389,Dawn3,12,AudioSet
CBR320,41.6,2_5min,0.878472222,0.887394957,0.878472222,Dusk1,12,AudioSet
CBR320,41.6,2_5min,0.916666667,0.917785304,0.916666667,Dusk2,12,AudioSet
CBR320,41.6,2_5min,0.875,0.906017792,0.875,Dusk3,12,AudioSet
CBR320,41.6,2_5min,0.858108108,0.85831524,0.880208333,Midday1,12,AudioSet
CBR320,41.6,2_5min,0.923611111,0.929368716,0.923611111,Midday2,12,AudioSet
CBR320,41.6,2_5min,0.958333333,0.96037296,0.958333333,Midday3,12,AudioSet
CBR320,41.6,2_5min,0.993055556,0.993197279,0.993055556,Midnight1,12,AudioSet
CBR320,41.6,2_5min,0.975694444,0.977346278,0.975694444,Midnight2,12,AudioSet
CBR320,41.6,2_5min,0.996527778,0.996563574,0.996527778,Midnight3,12,AudioSet
CBR64,8.33,2_5min,0.871527778,0.897439897,0.871527778,Dawn1,12,AudioSet
CBR64,8.33,2_5min,0.993055556,0.993197279,0.993055556,Dawn2,12,AudioSet
CBR64,8.33,2_5min,0.857142857,0.856207432,0.879456019,Dawn3,12,AudioSet
CBR64,8.33,2_5min,0.854166667,0.865549939,0.854166667,Dusk1,12,AudioSet
CBR64,8.33,2_5min,0.951388889,0.951932693,0.951388889,Dusk2,12,AudioSet
CBR64,8.33,2_5min,0.833333333,0.853535354,0.833333333,Dusk3,12,AudioSet
CBR64,8.33,2_5min,0.912162162,0.901156016,0.909722222,Midday1,12,AudioSet
CBR64,8.33,2_5min,0.871527778,0.872025594,0.871527778,Midday2,12,AudioSet
CBR64,8.33,2_5min,0.940972222,0.943621189,0.940972222,Midday3,12,AudioSet
